OrgNummer,Navn,Filnavn,EndepunktProduksjon,EndepunktTest
937905378,"Sparebank 68 grader Nord",Sparebank_68_grader_Nord_937905378_Accounts-API.json,,https://api-proxy.test.sdc.dk/api/dsop-accounts-api/v1/banks/937905378
